url,title,description
https://www.runoob.com/data-structures/data-structures-tutorial.html,数据结构与算法 | 菜鸟教程,数据结构与算法   数据结构（英语：data structure）是计算机中存储、组织数据的方式。 数据结构是一种具有一定逻辑关系，在计算机中应用某种存储结构，并且封装了相应操作的数据元素集合。它包含三方面的内容，逻辑关系、存储关系及操作。 不同种类的数据结构适合于不同种类的应用，而部分甚至专门用于特定的作业任务。例如，计算机网络依赖于路由表运作，B 树高度适用于数据库的封装。   为什么要学习数据结构和算法？ 随着应用程序变得越来越复..
https://www.runoob.com/django/django-tutorial.html,Django 教程 | 菜鸟教程,"Django 教程     Django 是一个用于构建 Web 应用程序的高级 Python Web 框架。  Django 提供了一套强大的工具和约定，使得开发者能够快速构建功能齐全且易于维护的网站。 Django 遵守 BSD 版权，初次发布于 2005 年 7 月, 并于 2008 年 9 月发布了第一个正式版本 1.0 。 Django 采用了 MVT 的软件设计模式，即模型（Model），视图（View）和模板（Templa.."
https://www.runoob.com/fastapi/fastapi-tutorial.html,FastAPI 教程 | 菜鸟教程,FastAPI 教程   FastAPI 是一个用于构建 API 的现代、快速（高性能）的 Python Web 框架，专为构建 RESTful API 而设计。 FastAPI 使用 Python 3.8+ 并基于标准的 Python 类型提示，使用 Starlette 和 Pydantic 构建，能够自动生成 API 文档并进行数据校验。    谁适合阅读本教程？ 本教程适合有 Python 基础的开发者学习。如果你已经了解 Pyt..
https://www.runoob.com/flask/flask-tutorial.html,Flask 教程 | 菜鸟教程,Flask 教程    Flask 是一个用 Python 编写的轻量级 Web 应用框架。 Flask 基于 WSGI（Web Server Gateway Interface）和 Jinja2 模板引擎，旨在帮助开发者快速、简便地创建 Web 应用。 Flask 被称为“微框架”，因为它使用简单的核心，用扩展增加其他功能。     谁适合阅读本教程？  本教程适合有 Python 基础的开发者学习。  以下的 Flask 程序会在网..
https://www.runoob.com/pillow/pillow-tutorial.html,Pillow 教程 | 菜鸟教程,Pillow 教程     Pillow 是 Python 中处理图像的主要库。 Pillow 是 Python Imaging Library (PIL) 的一个友好分支。 由于原始的 PIL 已经不再维护，Pillow 接替了它的角色并继续活跃开发。 Pillow 提供了广泛的文件格式支持、高效的内部表示以及强大的图像处理功能。   谁适合阅读本教程？  本教程适合有 Python 基础的开发者学习。   如果您还不了解 Pytho..
https://www.runoob.com/w3cnote/zookeeper-tutorial.html,1.0 Zookeeper 教程 | 菜鸟教程,ZooKeeper 是 Apache 软件基金会的一个软件项目，它为大型分布式计算提供开源的分布式配置服务、同步服务和命名注册。 ZooKeeper 的架构通过冗余服务实现高可用性。 Zookeeper 的设计目标是将那些复杂且容易出错的分布式一致性服务封装起来，构成一个高效可靠的原语集，并以一系列简单易用的接口提供给用户使用。 一个典型的分布式数据一致性的解决方案，分布式应用程序可以基于它实现诸如数据发布/订阅、负载均衡、命名服务、分..
https://www.runoob.com/design-pattern/design-pattern-tutorial.html,设计模式 | 菜鸟教程,设计模式    设计模式（Design pattern）代表了最佳的实践，通常被有经验的面向对象的软件开发人员所采用。设计模式是软件开发人员在软件开发过程中面临的一般问题的解决方案。这些解决方案是众多软件开发人员经过相当长的一段时间的试验和错误总结出来的。 本教程将通过 Java 实例，一步一步向您讲解设计模式的概念。 现在开始学习设计模式！   谁适合阅读本教程？ 无论您是新手，还是老手，本教程都值得一读。对于那些具有丰富的开发经验的..
https://www.runoob.com/python-design-pattern/python-design-pattern-tutorial.html,设计模式 | 菜鸟教程,设计模式..
https://www.runoob.com/regexp/regexp-tutorial.html,正则表达式 – 教程 | 菜鸟教程,正则表达式 - 教程    正则表达式（Regular Expression，简称 Regex 或 RegExp）是一种用来匹配字符串中字符组合的模式。 正则表达式是一种用于模式匹配和搜索文本的工具。 正则表达式提供了一种灵活且强大的方式来查找、替换、验证和提取文本数据。 正则表达式可以应用于各种编程语言和文本处理工具中，如 JavaScript、Python、Java、Perl 等。  入门视频：正则表达式入门教程。   正则表达式可..
https://www.runoob.com/maven/maven-tutorial.html,Maven 教程 | 菜鸟教程,Maven 教程    Maven 翻译为“专家”、“内行”，是 Apache 下的一个纯 Java 开发的开源项目。基于项目对象模型（缩写：POM）概念，Maven利用一个中央信息片断能管理一个项目的构建、报告和文档等步骤。 Maven 是一个项目管理工具，可以对 Java 项目进行构建、依赖管理。 Maven 也可被用于构建和管理各种项目，例如 C#，Ruby，Scala 和其他语言编写的项目。Maven 曾是 Jakarta 项目..
https://www.runoob.com/cmake/cmake-tutorial.html,CMake 教程 | 菜鸟教程,CMake 教程    CMake 是个一个开源的跨平台自动化建构系统，用来管理软件建置的程序，并不依赖于某特定编译器，并可支持多层目录、多个应用程序与多个函数库。  CMake 通过使用简单的配置文件 CMakeLists.txt，自动生成不同平台的构建文件（如 Makefile、Ninja 构建文件、Visual Studio 工程文件等），简化了项目的编译和构建过程。 CMake 本身不是构建工具，而是生成构建系统的工具，它生成的..
https://www.runoob.com/w3cnote/verilog-tutorial.html,1.1 Verilog 教程 | 菜鸟教程,Verilog HDL（简称 Verilog ）是一种硬件描述语言，用于数字电路的系统设计。可对算法级、门级、开关级等多种抽象设计层次进行建模。 Verilog 继承了 C 语言的多种操作符和结构，与另一种硬件描述语言 VHDL 相比，语法不是很严格，代码更加简洁，更容易上手。 Verilog 不仅定义了语法，还对语法结构都定义了清晰的仿真语义。因此，Verilog 编写的数字模型就能够使用 Verilog 仿真器进行验证。  谁适合阅..
https://www.runoob.com/asp/asp-tutorial.html,ASP 教程 | 菜鸟教程,ASP 教程   ASP（Active Server Pages 动态服务器页面）是一种生成动态交互性网页的强有力工具。 在我们的 ASP 教程中，您将学到 ASP 的相关知识，以及如何在服务器上执行脚本。 现在开始学习 ASP！   通过实例学习 ASP 在本站的 ASP 教程中包含了 100 多个实例。 我们的 ASP 在线实例让您能够更简单的学习 ASP，实例中包含了 ASP 的源码及运行结果。   实例  	&lt;!D..
https://www.runoob.com/appml/appml-tutorial.html,AppML 教程 | 菜鸟教程,&lt;AppML&gt; 教程      &lt;AppML&gt; 快速和简单的 Web 开发    什么是 &lt;AppML&gt;? &lt;AppML&gt; appML是一个为web应用程序设计的HTML扩展框:    XML 语言定义了应用的模型  	 JavaScript 运行于客户端浏览器上 	 PHP 或者 ASP 脚本运行于服务器上   AppML ..
https://www.runoob.com/vbscript/vbscript-tutorial.html,VBScript 教程 | 菜鸟教程,VBScript 教程   VBScript 是微软公司出品的脚本语言。 VBScript 是ASP (Active Server Pages)默认使用的脚本语言。 你可以在  Internet Explorer 尝试使用 VBScript 。  VBScript 编辑器 VBScript 是一个动态脚本语言。 Internet Explorer 支持 VBScript. 所以你可以在IE浏览器中执行VBScript， 通过我们的 VB..
https://www.runoob.com/sql/sql-tutorial.html,SQL 教程 | 菜鸟教程,SQL 教程    SQL（Structured Query Language，结构化查询语言）是一种用于管理和操作关系型数据库的标准化编程语言。  在本教程中，您将学到如何使用 SQL 访问和处理数据系统中的数据，这类数据库包括：MySQL、SQL Server、Access、Oracle、Sybase、DB2 等等。  在线测试工具：https://www.jyshare.com/front-end/7768/。   每一章实例 每..
https://www.runoob.com/mysql/mysql-tutorial.html,MySQL 教程 | 菜鸟教程,MySQL 教程      MySQL 是最流行的关系型数据库管理系统，在 WEB 应用方面 MySQL 是最好的 RDBMS(Relational Database Management System：关系数据库管理系统)应用软件之一。  在本教程中，会让大家快速掌握 MySQL 的基本知识，并轻松使用 MySQL 数据库。 在线测试工具：https://www.jyshare.com/front-end/7768/。  什么是数据库..
https://www.runoob.com/postgresql/postgresql-tutorial.html,PostgreSQL 教程 | 菜鸟教程,PostgreSQL 教程   PostgreSQL 是一个免费的对象-关系数据库服务器(ORDBMS)，在灵活的BSD许可证下发行。 PostgreSQL 开发者把它念作 post-gress-Q-L。 PostgreSQL 的 Slogan 是 “世界上最先进的开源关系型数据库”。 参考内容：PostgreSQL 10.1 手册   什么是数据库？ 数据库（Database）是按照数据结构来组织、存储和管理数据的仓库。 每个数据库都..
https://www.runoob.com/sqlite/sqlite-tutorial.html,SQLite 教程 | 菜鸟教程,SQLite 教程   SQLite 是一个软件库，实现了自给自足的、无服务器的、零配置的、事务性的 SQL 数据库引擎。SQLite 是在世界上最广泛部署的 SQL 数据库引擎。SQLite 源代码不受版权限制。 本教程将告诉您如何使用 SQLite 编程，并让你迅速上手。 现在开始学习 SQLite！   谁适合阅读本教程？ 本教程有助于初学者了解 SQLite 数据库引擎相关的基础知识和先进理念。  阅读本教程前，你需要了解的知识..
https://www.runoob.com/mongodb/mongodb-tutorial.html,MongoDB 教程 | 菜鸟教程,MongoDB 教程     MongoDB是一个流行的开源文档型数据库，它使用类似 JSON 的文档模型存储数据，这使得数据存储变得非常灵活。  MongoDB 是一个基于文档的 NoSQL 数据库，由 MongoDB Inc. 开发。 MongoDB 旨在为 WEB 应用提供可扩展的高性能数据存储解决方案。 MongoDB 是一个介于关系数据库和非关系数据库之间的产品，是非关系数据库当中功能最丰富，最像关系数据库的。 现在开始学习 ..
https://www.runoob.com/redis/redis-tutorial.html,Redis 教程 | 菜鸟教程,Redis 教程    REmote DIctionary Server(Redis) 是一个由 Salvatore Sanfilippo 写的 key-value 存储系统，是跨平台的非关系型数据库。  Redis 是一个开源的使用 ANSI C 语言编写、遵守 BSD 协议、支持网络、可基于内存、分布式、可选持久性的键值对(Key-Value)存储数据库，并提供多种语言的 API。  Redis 通常被称为数据结构服务器，因为值（v..
https://www.runoob.com/Memcached/Memcached-tutorial.html,Memcached 教程 | 菜鸟教程,Memcached 教程 Memcached是一个自由开源的，高性能，分布式内存对象缓存系统。 Memcached是以LiveJournal旗下Danga Interactive公司的Brad Fitzpatric为首开发的一款软件。现在已成为mixi、hatena、Facebook、Vox、LiveJournal等众多服务中提高Web应用扩展性的重要因素。  Memcached是一种基于内存的key-value存储，用来存储小块的任意..
https://www.runoob.com/numpy/numpy-tutorial.html,NumPy 教程 | 菜鸟教程,NumPy 教程    NumPy(Numerical Python) 是 Python 语言的一个扩展程序库，支持大量的维度数组与矩阵运算，此外也针对数组运算提供大量的数学函数库。  NumPy 的前身 Numeric 最早是由 Jim Hugunin 与其它协作者共同开发，2005 年，Travis Oliphant 在 Numeric 中结合了另一个同性质的程序库 Numarray 的特色，并加入了其它扩展而开发了 NumPy。N..
https://www.runoob.com/pandas/pandas-tutorial.html,Pandas 教程 | 菜鸟教程,Pandas 教程     Pandas 是 Python 语言的一个扩展程序库，用于数据分析。  Pandas 名字衍生自术语 “panel data”（面板数据）和 “Python data analysis”（Python 数据分析）。 Pandas 是一个开放源码、BSD 许可的库，提供高性能、易于使用的数据结构和数据分析工具。   Pandas 一个强大的分析结构化数据的工具集，基础是 Numpy（提供高性能的矩阵运算）。  ..
https://www.runoob.com/matplotlib/matplotlib-tutorial.html,Matplotlib 教程 | 菜鸟教程,Matplotlib 教程    Matplotlib 是 Python 的绘图库，它能让使用者很轻松地将数据图形化，并且提供多样化的输出格式。 Matplotlib 可以用来绘制各种静态，动态，交互式的图表。 Matplotlib 是一个非常强大的 Python 画图工具，我们可以使用该工具将很多数据通过图表的形式更直观的呈现出来。 Matplotlib 可以绘制线图、散点图、等高线图、条形图、柱状图、3D 图形、甚至是图形动画等等。..
https://www.runoob.com/scipy/scipy-tutorial.html,SciPy 教程 | 菜鸟教程,SciPy 教程    SciPy 是一个开源的 Python 算法库和数学工具包。 Scipy 是基于 Numpy 的科学计算库，用于数学、科学、工程学等领域，很多有一些高阶抽象和物理模型需要使用 Scipy。 SciPy 包含的模块有最优化、线性代数、积分、插值、特殊函数、快速傅里叶变换、信号处理和图像处理、常微分方程求解和其他科学与工程中常用的计算。   学习本教程前你需要了解 在开学习 SciPy 教程之前，我们需要具备基本的 ..
https://www.runoob.com/pytorch/pytorch-tutorial.html,PyTorch 教程 | 菜鸟教程,PyTorch 教程     PyTorch 是一个开源的机器学习库，主要用于进行计算机视觉（CV）、自然语言处理（NLP）、语音识别等领域的研究和开发。  PyTorch由 Facebook 的人工智能研究团队开发，并在机器学习和深度学习社区中广泛使用。 PyTorch 以其灵活性和易用性而闻名，特别适合于深度学习研究和开发。   谁适合阅读本教程？ 只要您具备编程的基础知识，您就可以阅读本教程，学习 PyTorch 适合对深度学习和..
https://www.runoob.com/tensorflow/tensorflow-tutorial.html,TensorFlow 教程 | 菜鸟教程,TensorFlow 教程    TensorFlow 是一个数学计算的工具箱，专门为机器学习任务而设计，让开发者能够轻松地构建从简单线性回归到复杂神经网络的各种模型。 TensorFlow 是由 Google 开发的开源机器学习框架，用于构建和训练各种机器学习和深度学习模型。 TensorFlow 名字来源于其核心概念：Tensor（张量） 和 Flow（流动），表示数据以张量的形式在计算图中流动。   阅读本教程前，您需要了解的知识..
https://www.runoob.com/ollama/ollama-tutorial.html,Ollama 教程 | 菜鸟教程,Ollama 教程     Ollama 是一个开源的本地大语言模型运行框架，专为在本地机器上便捷部署和运行大型语言模型（LLM）而设计。  Ollama 支持多种操作系统，包括 macOS、Windows、Linux 以及通过 Docker 容器运行。 Ollama 提供对模型量化的支持，可以显著降低显存要求，使得在普通家用计算机上运行大型模型成为可能。    谁适合阅读本教程？Ollama 适用于开发者、研究人员以及对数据隐私有较高..
https://www.runoob.com/ml/ml-tutorial.html,机器学习教程 | 菜鸟教程,机器学习教程    机器学习（Machine Learning）是人工智能（AI）的一个分支，它使计算机系统能够利用数据和算法自动学习和改进其性能。 机器学习是让机器通过经验（数据）来做决策和预测。 机器学习已经广泛应用于许多领域，包括推荐系统、图像识别、语音识别、金融分析等。  举个例子，通过机器学习，汽车可以学习如何识别交通标志、行人和障碍物，以实现自动驾驶。   机器学习与传统编程的区别                      ..
https://www.runoob.com/jupyter-notebook/jupyter-notebook-tutorial.html,Jupyter Notebook 教程 | 菜鸟教程,Jupyter Notebook 教程    Jupyter Notebook（前身为 IPython Notebook） 是一款开源的交互式计算工具。  Jupyter Notebook 将代码、说明文字和运行结果组织在同一个 Notebook 文档中，该文档以 JSON 格式保存，由多个有序的单元格组成，每个单元格既可以运行代码，也可以编写 Markdown 文本、展示数学公式、图表或其他富媒体内容。 Jupyter Noteboo..
https://www.runoob.com/ai-agent/ai-agent-tutorial.html,AI Agent(智能体) 教程 | 菜鸟教程,AI Agent(智能体) 教程    AI Agent 称为智能体，本质是自动执行任务的程序，核心在于让模型不只回答问题，而是按步骤完成动作。  AI Agent（人工智能代理） 是一个能够感知环境、进行决策并执行行动，以达成特定目标的智能软件实体，它不仅仅是回答问题的聊天机器人，更是能够动手做事的智能执行者。  Agent = LLM (大脑) + Planning (规划) + Tool use (执行) + Memory (记忆..
https://www.runoob.com/claude-code/claude-code-tutorial.html,Claude Code 教程 | 菜鸟教程,Claude Code 教程    Claude Code 是 Anthropic 推出的面向开发者的 AI 编程协作工具。 Claude Code 定位不是聊天，而是在本地代码仓库中执行高权限、可上下文感知的工程任务。   Claude Code 与在聊天窗口里写几段代码不同，它理解你的整个项目，能直接读取你的文件、运行测试并根据反馈修改代码。  Claude Code 不是一个代码生成器，而是一个能读项目、懂上下文、遵守约束的 AI..
https://www.runoob.com/opencode/opencode-tutorial.html,OpenCode 教程 | 菜鸟教程,OpenCode 教程      OpenCode 是一个基于命令行（CLI）的 AI 编程 Agent，能够理解项目上下文，并自动执行开发任务。  OpenCode 并不是一个简单的代码生成器，而是一个具备理解 + 执行能力的智能体工具。  OpenCode 运行在终端中，而不是 IDE。     OpenCode 是 Agent（智能体工具），不是 Chat（聊天工具）。     AI 编程新时代   过去的软件开发模式是：开发者编..
https://www.runoob.com/codex/codex-tutorial.html,Codex 教程 | 菜鸟教程,Codex 教程      Codex 是 OpenAI 推出的云端软件工程智能体（AI Agent）。 Codex 能自主理解、编写、调试与审查代码，可并行处理多项开发任务。   官方对 Codex 的描述是：One agent for everywhere you code。  Codex 像是一个能独立完成开发任务的工程师。   谁适合阅读本教程？      已学习过至少一门编程语言（如 JavaScript / Python /..
https://www.runoob.com/sklearn/sklearn-tutorial.html,Sklearn 教程 | 菜鸟教程,Sklearn 教程     Sklearn（全称 scikit-learn）是一个开源的机器学习库。 Sklearn 是一个基于 Python 编程语言的开源机器学习库，致力于提供简单而高效的工具。 Sklearn 建立在 NumPy、SciPy 和 matplotlib 这些科学计算库之上，提供了简单而高效的数据挖掘和数据分析工具。 Sklearn 是许多机器学习项目的核心工具之一，并且在学术界、工业界和个人项目中广泛应用。 Skl..
https://www.runoob.com/r/r-tutorial.html,R 语言教程 | 菜鸟教程,R 语言教程    R 语言是为数学研究工作者设计的一种数学编程语言，主要用于统计分析、绘图、数据挖掘。 如果你是一个计算机程序的初学者并且急切地想了解计算机的通用编程，R 语言不是一个很理想的选择，可以选择 Python、C 或 Java。 R 语言与 C 语言都是贝尔实验室的研究成果，但两者有不同的侧重领域，R 语言是一种解释型的面向数学理论研究工作者的语言，而 C 语言是为计算机软件工程师设计的。 R 语言是解释运行的语言（与 C..
https://www.runoob.com/opencv/opencv-tutorial.html,OpenCV 教程 | 菜鸟教程,OpenCV 教程      OpenCV（Open Source Computer Vision Library）是一个开源的计算机视觉和机器学习软件库。 OpenCV 由一系列 C 函数和少量 C++ 类构成，同时提供了 Python、Java、MATLAB 等语言的接口。 OpenCV 提供了大量的计算机视觉算法和图像处理工具，广泛应用于图像和视频的处理、分析以及机器学习领域。 OpenCV 的设计目标是提供一套简单易用的计算机视..
https://www.runoob.com/nlp/nlp-tutorial.html,NLP  教程 | 菜鸟教程,"NLP  教程  自然语言处理(Natural Language Processing, NLP)是人工智能和语言学的一个交叉领域，致力于让计算机能够理解、解释和生成人类语言。NLP 结合了计算机科学、人工智能和语言学的知识，目标是实现人机之间的自然语言交流。  NLP 的核心任务  文本理解：让计算机理解人类语言的含义 文本生成：让计算机能够生成自然语言文本 语言翻译：实现不同语言之间的自动翻译 情感分析：识别文本中表达的情感倾向  .."
https://www.runoob.com/selenium/selenium-tutorial.html,Selenium 教程 | 菜鸟教程,Selenium 教程    Selenium 是一个用于自动化 Web 浏览器操作的工具集。  Selenium主要用于 Web 应用程序的自动化测试。 Selenium支持多种编程语言（如 Python、Java、C#、JavaScript 等），并且可以在多种浏览器（如 Chrome、Firefox、Edge、Safari 等）和操作系统（如 Windows、macOS、Linux）上运行。 Selenium 的核心功能是模拟用户..
https://www.runoob.com/julia/julia-tutorial.html,Julia 教程 | 菜鸟教程,Julia 教程   Julia 是一个开源的编程语言，采用 MIT 许可证，每个人都可以免费使用。 Julia 是一个面向科学计算的高性能动态高级程序设计语言。 Julia 最初是为了满足高性能数值分析和计算科学的需要而设计的，不需要解释器，速度快。 Julia 于 2012 年首次发行，支持各种平台：macOS、Windows、Linux、FreeBSD、Android。  Julia 语言特点  核心语言非常小，标准库用的是 Ju..
https://www.runoob.com/qt/qt-tutorial.html,Python 量化交易 | 菜鸟教程,Python 量化交易   量化交易（Quantitative Trading）也可以理解为高频交易，是利用数学模型、统计学方法和计算机编程来进行金融交易的一种策略。 量化交易旨在通过系统性的、基于数据的方法来识别和执行交易机会，以实现更高效的投资和交易决策。  交易者可以通过挖掘某种证券买入价与卖出价之间的微小差价，或者在不同交易所之间寻找某只股票的微小价差，由于这类交易速度极快，一些交易机构甚至将其服务器群组放置在离交易所服务器很近..
https://www.runoob.com/dash/dash-tutorial.html,Dash 教程 | 菜鸟教程,Dash 教程     Dash 是一个基于 Python 的开源框架，用于快速构建数据驱动的 Web 应用程序。 Dash 的核心优势在于它的易用性和灵活性，使得即使是没有前端开发经验的开发人员也能轻松上手。 Dash 允许用户通过简单的 Python 代码创建交互式的数据可视化应用，而无需掌握复杂的前端技术（如 JavaScript、HTML、CSS）。    谁适合阅读本教程？Dash 是一个强大的工具，适合那些希望快速构建数据驱..
https://www.runoob.com/w3cnote/android-tutorial-intro.html,1.0 Android基础入门教程 | 菜鸟教程,本教程于2015年7月开始撰写，耗时半年，总共148节，涵盖了Android基础入门的大部分知识，由于当时能力局限，虽已竭尽全力，但对于一些问题的分析难免有所纰漏，敬请读者海涵！IT技术更新换代很快，想想2015年还是Android 5.1横行，如今到了2018年都已经Android 8.0了，开发工具Android Studio也更新到了Android Studio 3.0.1。本系列的教程可能有些地方已经过时了，比如6.0以后的动态..
https://www.runoob.com/swift/swift-tutorial.html,Swift 教程 | 菜鸟教程,"Swift 教程   Swift 是一种支持多编程范式和编译式的开源编程语言,苹果于2014年WWDC（苹果开发者大会）发布，用于开发 iOS，OS X 和 watchOS 应用程序。 Swift 结合了 C 和 Objective-C 的优点并且不受 C 兼容性的限制。   Swift 在 Mac OS 和 iOS 平台可以和 Object-C 使用相同的运行环境。 2015年6月8日，苹果于WWDC 2015上宣布，Swift将开放.."
https://www.runoob.com/jquerymobile/jquerymobile-tutorial.html,jQuery Mobile 教程 | 菜鸟教程,jQuery Mobile 教程    jQuery Mobile 是用于创建移动 Web 应用的前端开发框架。 jQuery Mobile 可以应用于智能手机与平板电脑。 jQuery Mobile 使用 HTML5 &amp; CSS3 最小的脚本来布局网页。   在线实例 通过我们的在线编辑器，你可以编辑代码，并查看运行结果。  实例  [mycode3 type='html']         页面标..
https://www.runoob.com/ionic/ionic-tutorial.html,ionic 教程 | 菜鸟教程,ionic 教程    ionic 是一个强大的 HTML5 应用程序开发框架(HTML5 Hybrid Mobile App Framework )。 可以帮助您使用 Web 技术，比如 HTML、CSS 和 Javascript 构建接近原生体验的移动应用程序。 ionic 主要关注外观和体验，以及和你的应用程序的 UI 交互，特别适合用于基于 Hybrid 模式的 HTML5 移动应用程序开发。  ionic是一个轻量的手机UI库..
https://www.runoob.com/flutter/flutter-tutorial.html,Flutter 教程 | 菜鸟教程,Flutter 教程   Flutter 是一个用于构建跨平台应用的 UI 工具包，由 Google 开发维护。它允许开发者使用一套代码库同时为 iOS、Android、Web、Windows、macOS 和 Linux 构建原生编译的应用。 Flutter 使用 Dart 编程语言，具有热重载、丰富的组件库和高性能的渲染引擎，能够帮助开发者快速构建美观、流畅的原生体验应用。    谁适合阅读本教程？ 本教程适合有编程基础的开发者学习。..
https://www.runoob.com/kotlin/kotlin-tutorial.html,Kotlin 教程 | 菜鸟教程,Kotlin 教程   Kotlin 是一种在 Java 虚拟机上运行的静态类型编程语言，被称之为 Android 世界的Swift，由 JetBrains 设计开发并开源。  Kotlin 可以编译成Java字节码，也可以编译成 JavaScript，方便在没有 JVM 的设备上运行。  在Google I/O 2017中，Google 宣布 Kotlin 成为 Android 官方开发语言。      我的第一个 Kotlin 程序..
https://www.runoob.com/vscode/vscode-tutorial.html,VSCode 教程 | 菜鸟教程,VSCode 教程   VS Code（全称 Visual Studio Code）是一款由微软推出的免费、开源、跨平台的代码编辑器。 VS Code 支持 Windows、macOS 和 Linux，拥有强大的功能和灵活的扩展性。 VS Code 首次发布时间为 2015 年 4 月 29 日。 在 2019 年的 Stack Overflow 组织的开发者调查中，Visual Studio Code 被认为是最受开发者欢迎的开发环境..
https://www.runoob.com/pycharm/pycharm-tutorial.html,PyCharm 教程 | 菜鸟教程,PyCharm 教程   PyCharm 是由 JetBrains 公司开发的一款专门用于 Python 编程的集成开发环境（IDE）。 PyCharm 拥有 Microsoft Windows、macOS 和 Linux 版本。PyCharm 社区版在 Apache 许可证下发布，提供代码分析、图形化调试器，集成测试器、集成版本控制系统。 目前，PyCharm IDE 的社区版和专业版将合并为统一版本。  Pycharm 的目标市场是..
https://www.runoob.com/swagger/swagger-tutorial.html,Swagger 教程 | 菜鸟教程,Swagger 教程   Swagger 是一套用于设计、构建、文档化和测试 RESTful API 的开源工具集。 Swagger 提供了一种标准化的方式来描述 API 的结构、请求参数、响应格式等信息，使得前后端开发人员能够更高效地协作。   Swagger 是由 SmartBear Software 提供的一套 API 开发工具集，最初是独立的 API 规范，现在已成为 OpenAPI Specification 的基础。    ..
https://www.runoob.com/restfulapi/restful-api-tutorial.html,RESTful API 教程 | 菜鸟教程,RESTful API 教程    在现代 Web 开发中，RESTful API 已成为应用程序之间通信的标准方式。 REST（Representational State Transfer，表述性状态转移）是一种软件架构风格，由 Roy Fielding 博士在 2000 年提出。  REST 定义了一组约束条件和原则，用于创建可扩展、松耦合的 Web 服务。 RESTful API 是遵循 REST 架构风格设计的 API。它使用..
https://www.runoob.com/eclipse/eclipse-tutorial.html,Eclipse 教程 | 菜鸟教程,Eclipse 教程   Eclipse 是一个开放源代码的、基于 Java 的可扩展开发平台。 Eclipse 是 Java 的集成开发环境（IDE），当然 Eclipse 也可以作为其他开发语言的集成开发环境，如C，C++，PHP，和 Ruby 等。 Eclipse 附带了一个标准的插件集，包括Java开发工具（Java Development Kit，JDK）。   许可证 Eclipse 平台及其插件基于Eclipse公共许可证..
https://www.runoob.com/git/git-tutorial.html,Git 教程 | 菜鸟教程,"Git 教程   Git 是一个开源的分布式版本控制系统，用于敏捷高效地处理任何或小或大的项目。 Git 是 Linus Torvalds 为了帮助管理 Linux 内核开发而开发的一个开放源码的版本控制软件。 Git 与常用的版本控制工具 CVS, Subversion 等不同，它采用了分布式版本库的方式，不必服务器端软件支持。   Git 与 SVN 区别 Git 不仅仅是个版本控制系统，它也是个内容管理系统(CMS)，工作管理系统.."
https://www.runoob.com/svn/svn-tutorial.html,SVN 教程 | 菜鸟教程,SVN 教程   Apache Subversion 通常被缩写成 SVN，是一个开放源代码的版本控制系统，Subversion 在 2000 年由 CollabNet Inc 开发，现在发展成为 Apache 软件基金会的一个项目，同样是一个丰富的开发者和用户社区的一部分。 SVN相对于的RCS、CVS，采用了分支管理系统，它的设计目标就是取代CVS。互联网上免费的版本控制服务多基于Subversion。    谁适合阅读本教程？ 本..
https://www.runoob.com/markdown/md-tutorial.html,Markdown 教程 | 菜鸟教程,Markdown 教程   Markdown 是一种轻量级标记语言，它允许人们使用易读易写的纯文本格式编写文档。 Markdown 语言在 2004 由约翰·格鲁伯（英语：John Gruber）创建。 Markdown 的设计理念是'易读易写'，让人们能够使用简单的纯文本格式来编写结构化文档。 Markdown 编写的文档可以导出 HTML 、Word、图像、PDF、Epub 等多种格式的文档。  Markdown..
https://www.runoob.com/xml/xml-tutorial.html,XML 教程 | 菜鸟教程,XML 教程    XML 指可扩展标记语言（eXtensible Markup Language）。 XML 被设计用来传输和存储数据，不用于表现和展示数据，HTML 则用来表现数据。 XML 很重要，也很容易学习。  现在开始学习 XML!   XML 实例 XML 文档第一行以 XML 声明开始，用来表述文档的一些信息，如：   XML 定义结构、存储信息、传送信息。  XML 文档实例  [mycode3 type='..
https://www.runoob.com/dtd/dtd-tutorial.html,DTD 教程 | 菜鸟教程,"DTD 教程   DTD（文档类型定义）的作用是定义 XML 文档的合法构建模块。 DTD 可被成行地声明于 XML 文档中，也可作为一个外部引用。 现在开始学习DTD!   DTD 新闻实例  &lt;!DOCTYPE NEWSPAPER [ &lt;!ELEMENT NEWSPAPER (ARTICLE+)&gt; &lt;!ELEMENT ARTICLE (HEADLINE,BYLINE,LEAD,.."
https://www.runoob.com/dom/dom-tutorial.html,XML DOM 教程 | 菜鸟教程,XML DOM 教程   XML DOM 定义访问和操作XML文档的标准方法。 DOM 将 XML 文档作为一个树形结构，而树叶被定义为节点。 如果你想使用XML，你就需要了解XML DOM。 现在开始学习XML DOM !   XML DOM 树形实例      XML DOM 对象参考手册 在菜鸟教程中，我们提供完整的 DOM 参考手册，其中包括所有的对象以及它们的属性和方法。 XML DOM 参考手册  XML DOM 实例 学习..
https://www.runoob.com/xsl/xsl-tutorial.html,XSLT 教程 | 菜鸟教程,"XSLT 教程   XSL 指扩展样式表语言（EXtensible Stylesheet Language）, 它是一个 XML 文档的样式表语言。 XSLT 指 XSL 转换。在此教程中，你将学习如何使用 XSLT 将 XML 文档转换为其他文档，比如 XHTML。 现在开始学习 XSLT !   在线 XSLT 转换工具 – XML 转 HTML 在线预览   XSLT 实例    XSLT 实例  [mycode3 type="
